facility_id,timestamp,emission,power_in_MW,name,network_region,units,latitude,longitude,fuel_source,value_price_in_$/MWh,value_demand_in_MW
DARTM,2025-10-01T00:00:00+10:00,0,109.8,Dartmouth,VIC,"[{'code': 'DARTM1', 'code_display': 'DARTM1', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 185.0, 'capacity_maximum': 185.0, 'data_first_seen': '1998-12-07T07:25:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1980-12-31T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_closure_date': '2056-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 182.5, 'max_generation_interval': '2022-12-22T17:10:00', 'created_at': '2023-10-18T04:34:47Z', 'updated_at': '2026-06-26T01:09:09Z'}]",-36.556485,147.520456,hydro,8.95,4893.49
DEVILS_G,2025-10-01T00:00:00+10:00,0,46.112,Devils Gate,TAS,"[{'code': 'DEVILS_G', 'code_display': 'DEVILS_G', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 60.0, 'capacity_maximum': 67.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1968-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2099-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 66.2935, 'max_generation_interval': '2024-09-25T11:35:00', 'created_at': '2023-10-18T04:34:49Z', 'updated_at': '2026-07-14T01:39:29Z'}]",-41.350513,146.263394,hydro,0.12,898.71
DIAPURWF,2025-10-01T00:00:00+10:00,0,7.3,Diapur 2,VIC,"[{'code': 'DIAPURWF1', 'code_display': 'DIAPURWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 8.0, 'capacity_maximum': 7.0, 'data_first_seen': '2021-11-04T17:25:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2021-11-25T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2045-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 8.4, 'max_generation_interval': '2025-12-30T18:25:00', 'created_at': '2023-10-18T04:34:49Z', 'updated_at': '2026-06-29T06:33:21Z'}]",-36.342581,141.434701,wind,8.95,4893.49
DPNTB,2025-10-01T00:00:00+10:00,0,0.049,Darlington Point,NSW,"[{'code': 'DPNTBL1', 'code_display': '0DPNTBL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 25.0, 'capacity_maximum': 25.0, 'capacity_storage': 50.0, 'data_first_seen': '2023-05-30T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2023-06-22T14:00:00+10:00', 'commencement_date_specificity': 'day', 'closure_date_specificity': 'day', 'expected_closure_date': '2050-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 25.3453, 'max_generation_interval': '2025-11-21T08:15:00', 'created_at': '2023-10-18T04:34:49Z', 'updated_at': '2026-08-10T05:46:21Z'}, {'code': 'DPNTBG1', 'code_display': '0DPNTBG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 25.0, 'capacity_maximum': 25.0, 'capacity_storage': 50.0, 'data_first_seen': '2023-05-30T00:05:00+10:00', 'data_last_seen': '2026-09-05T04:45:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2023-06-22T14:00:00+10:00', 'commencement_date_specificity': 'day', 'closure_date_specificity': 'day', 'expected_closure_date': '2050-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 25.2316, 'max_generation_interval': '2025-06-16T06:50:00', 'created_at': '2023-10-18T04:34:49Z', 'updated_at': '2026-08-10T05:46:25Z'}, {'code': 'DPNTB1', 'code_display': 'DPNTB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 25.0, 'capacity_maximum': 25.0, 'capacity_storage': 50.0, 'data_first_seen': '2024-08-08T04:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2023-06-22T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2050-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 25.2316, 'max_generation_interval': '2025-06-16T06:50:00', 'created_at': '2024-09-25T00:19:25Z', 'updated_at': '2026-08-10T05:46:30Z'}]",-34.647016,146.035236,battery_charging,56.98,7105.57
DULAWF,2025-10-01T00:00:00+10:00,0,172.8,Dulacca,QLD,"[{'code': 'DULAWF1', 'code_display': 'DULAWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 180.0, 'capacity_maximum': 173.0, 'data_first_seen': '2023-04-04T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2023-04-12T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2052-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 175.0, 'max_generation_interval': '2025-06-04T14:45:00', 'created_at': '2023-10-18T04:34:49Z', 'updated_at': '2026-08-10T06:16:42Z'}]",-26.631438,149.867554,wind,54.82,5989.24
DUNDWF,2025-10-01T00:00:00+10:00,0,77.28,Dundonnell,VIC,"[{'code': 'DUNDWF2', 'code_display': 'DUNDWF2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 46.0, 'capacity_maximum': 46.0, 'data_first_seen': '2020-03-10T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2020-03-11T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 46.15, 'max_generation_interval': '2023-12-24T22:15:00', 'created_at': '2023-10-18T04:34:49Z', 'updated_at': '2026-06-26T01:11:49Z'}, {'code': 'DUNDWF1', 'code_display': 'DUNDWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 168.0, 'capacity_maximum': 168.0, 'data_first_seen': '2020-03-10T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2020-04-30T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 167.989, 'max_generation_interval': '2021-01-15T17:25:00', 'created_at': '2023-10-18T04:34:49Z', 'updated_at': '2026-06-26T01:11:38Z'}, {'code': 'DUNDWF3', 'code_display': 'DUNDWF3', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 121.0, 'capacity_maximum': 122.0, 'data_first_seen': '2020-03-10T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2020-03-10T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 121.6, 'max_generation_interval': '2026-09-05T14:50:00', 'created_at': '2023-10-18T04:34:49Z', 'updated_at': '2026-06-26T01:12:01Z'}]",-37.865682,142.951894,wind,8.95,4893.49
EILDON,2025-10-01T00:00:00+10:00,0,47,Eildon,VIC,"[{'code': 'EILDON1', 'code_display': 'EILDON1', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 60.0, 'capacity_maximum': 60.0, 'data_first_seen': '1998-12-07T06:40:00+08:00', 'data_last_seen': '2026-09-06T00:00:00+08:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1955-12-31T14:00:00+08:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2056-12-31T14:00:00+08:00', 'expected_closure_date_specificity': 'year', 'max_generation': 70.5, 'max_generation_interval': '2011-05-30T17:15:00', 'created_at': '2023-10-18T04:34:50Z', 'updated_at': '2026-06-26T01:15:50Z'}, {'code': 'EILDON2', 'code_display': 'EILDON2', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 60.0, 'capacity_maximum': 60.0, 'data_first_seen': '1998-12-07T06:40:00+08:00', 'data_last_seen': '2026-09-06T00:00:00+08:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1955-12-31T14:00:00+08:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2056-12-31T14:00:00+08:00', 'expected_closure_date_specificity': 'year', 'max_generation': 62.9, 'max_generation_interval': '2012-11-14T08:25:00', 'created_at': '2023-10-18T04:34:50Z', 'updated_at': '2026-06-26T01:16:04Z'}]",-37.221982,145.921476,hydro,8.95,4893.49
ELAINEWF,2025-10-01T00:00:00+10:00,0,38.66,Elaine,VIC,"[{'code': 'ELAINWF1', 'code_display': 'ELAINWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 83.6, 'capacity_maximum': 82.0, 'data_first_seen': '2020-04-07T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2020-04-06T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2048-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 83.6, 'max_generation_interval': '2021-01-27T08:20:00', 'created_at': '2023-10-18T04:34:50Z', 'updated_at': '2026-06-26T01:16:22Z'}]",-37.627677,144.025313,wind,8.95,4893.49
ERARING,2025-10-01T00:00:00+10:00,35.301,463.862,Eraring,NSW,"[{'code': 'ER02', 'code_display': 'ER02', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 720.0, 'capacity_maximum': 750.0, 'emissions_factor_co2': 0.87, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1982-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2029-04-29T14:00:00+10:00', 'expected_closure_date_specificity': 'day', 'max_generation': 751.975, 'max_generation_interval': '2010-10-22T15:10:00', 'created_at': '2023-10-18T04:34:50Z', 'updated_at': '2026-06-30T04:34:53Z'}, {'code': 'ER04', 'code_display': 'ER04', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 720.0, 'capacity_maximum': 750.0, 'emissions_factor_co2': 0.87, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1983-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2029-04-29T14:00:00+10:00', 'expected_closure_date_specificity': 'day', 'max_generation': 750.7, 'max_generation_interval': '2013-08-29T11:05:00', 'created_at': '2023-10-18T04:34:50Z', 'updated_at': '2026-06-30T04:38:55Z'}, {'code': 'ER03', 'code_display': 'ER03', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 720.0, 'capacity_maximum': 750.0, 'emissions_factor_co2': 0.87, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1982-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2029-04-29T14:00:00+10:00', 'expected_closure_date_specificity': 'day', 'max_generation': 786.825, 'max_generation_interval': '2011-07-18T18:30:00', 'created_at': '2023-10-18T04:34:50Z', 'updated_at': '2026-06-30T04:38:47Z'}, {'code': 'ER01', 'code_display': 'ER01', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 720.0, 'capacity_maximum': 750.0, 'emissions_factor_co2': 0.87, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1981-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2029-04-29T14:00:00+10:00', 'expected_closure_date_specificity': 'day', 'max_generation': 752.325, 'max_generation_interval': '2012-03-21T09:25:00', 'created_at': '2023-10-18T04:34:50Z', 'updated_at': '2026-06-30T04:34:43Z'}]",-33.061039,151.51984,coal_black,56.98,7105.57
ERB,2025-10-01T00:00:00+10:00,0,1.086,Eraring,NSW,"[{'code': 'ERB01', 'code_display': 'ERB01', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 614.6, 'capacity_maximum': 460.0, 'capacity_storage': 1997.0, 'data_first_seen': '2025-03-04T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2025-03-04T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-11-30T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 461.323, 'max_generation_interval': '2026-07-31T07:55:00', 'created_at': '2024-12-06T01:09:26Z', 'updated_at': '2026-08-10T06:45:59Z'}, {'code': 'ERBG01', 'code_display': '0ERBG01', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 614.6, 'capacity_maximum': 460.0, 'capacity_storage': 1997.0, 'data_first_seen': '2025-03-04T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2025-03-04T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-11-30T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 461.323, 'max_generation_interval': '2026-07-31T07:55:00', 'created_at': '2025-03-04T23:19:48Z', 'updated_at': '2026-08-10T06:46:02Z'}, {'code': 'ERBL01', 'code_display': '0ERBL01', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 614.6, 'capacity_maximum': 460.0, 'capacity_storage': 1997.0, 'data_first_seen': '2025-03-04T12:05:00+10:00', 'data_last_seen': '2026-09-05T15:25:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2025-03-04T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-11-30T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'month', 'max_generation': 460.444, 'max_generation_interval': '2026-07-04T13:55:00', 'created_at': '2025-03-04T23:22:09Z', 'updated_at': '2026-08-10T06:46:06Z'}]",-33.060582,151.520047,battery,56.98,7105.57
FISHER,2025-10-01T00:00:00+10:00,0,44.87,Fisher,TAS,"[{'code': 'FISHER', 'code_display': 'FISHER', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 43.2, 'capacity_maximum': 46.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1972-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2099-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 47.95, 'max_generation_interval': '2016-05-03T19:00:00', 'created_at': '2023-10-18T04:34:52Z', 'updated_at': '2026-06-26T01:20:16Z'}]",-41.673312,146.268511,hydro,0.12,898.71
FLYCRKWF,2025-10-01T00:00:00+10:00,0,8.72,Flyers Creek,NSW,"[{'code': 'FLYCRKWF', 'code_display': 'FLYCRKWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 145.0, 'capacity_maximum': 140.0, 'data_first_seen': '2023-08-08T00:05:00+08:00', 'data_last_seen': '2026-09-06T00:00:00+08:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2023-09-19T14:00:00+08:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2062-12-31T14:00:00+08:00', 'expected_closure_date_specificity': 'year', 'max_generation': 141.9, 'max_generation_interval': '2025-06-24T04:40:00', 'created_at': '2023-10-18T04:34:52Z', 'updated_at': '2026-06-30T00:32:16Z'}]",-33.517716,149.052949,wind,56.98,7105.57
GANNBESS,2025-10-01T00:00:00+10:00,0,0.29,Gannawarra,VIC,"[{'code': 'GANNBL1', 'code_display': '0GANNBL1', 'fueltech_id': 'battery_charging', 'status_id': 'commissioning', 'capacity_registered': 30.0, 'capacity_maximum': 30.0, 'capacity_storage': 49.85, 'data_first_seen': '2018-11-07T00:05:00+10:00', 'data_last_seen': '2026-09-05T23:55:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2018-11-07T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2032-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 26.6, 'max_generation_interval': '2019-01-26T14:35:00', 'created_at': '2023-10-18T04:34:52Z', 'updated_at': '2026-06-26T01:30:00Z'}, {'code': 'GANNBG1', 'code_display': '0GANNBG1', 'fueltech_id': 'battery_discharging', 'status_id': 'commissioning', 'capacity_registered': 30.0, 'capacity_maximum': 30.0, 'capacity_storage': 49.85, 'data_first_seen': '2018-11-07T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2018-11-07T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2032-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 25.5658, 'max_generation_interval': '2024-03-05T19:10:00', 'created_at': '2023-10-18T04:34:52Z', 'updated_at': '2026-06-26T01:29:49Z'}, {'code': 'GANNB1', 'code_display': 'GANNB1', 'fueltech_id': 'battery', 'status_id': 'commissioning', 'capacity_registered': 30.0, 'capacity_maximum': 30.0, 'capacity_storage': 49.85, 'data_first_seen': '2024-08-08T04:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2018-11-07T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2032-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 25.5143, 'max_generation_interval': '2025-11-07T23:50:00', 'created_at': '2024-09-24T23:21:24Z', 'updated_at': '2026-06-26T01:45:24Z'}]",-35.734598,143.779894,battery_charging,8.95,4893.49
GERMCRK,2025-10-01T00:00:00+10:00,0.763,16.488,German Creek,QLD,"[{'code': 'GERMCRK', 'code_display': 'GERMCRK', 'fueltech_id': 'gas_wcmg', 'status_id': 'operating', 'capacity_registered': 45.0, 'capacity_maximum': 45.0, 'emissions_factor_co2': 0.5657, 'data_first_seen': '2013-07-18T10:20:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2005-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2035-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 45.1, 'max_generation_interval': '2023-08-23T13:55:00', 'created_at': '2023-10-18T04:34:52Z', 'updated_at': '2026-02-18T04:16:05Z'}]",-22.928526,148.549097,gas_wcmg,54.82,5989.24
GORDON,2025-10-01T00:00:00+10:00,0,24.423,Gordon,TAS,"[{'code': 'GORDON', 'code_display': 'GORDON', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 432.0, 'capacity_maximum': 450.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1976-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2099-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 442.045, 'max_generation_interval': '2012-09-25T08:25:00', 'created_at': '2023-10-18T04:34:53Z', 'updated_at': '2026-06-26T01:50:01Z'}, {'code': 'GOVILLB1', 'code_display': 'GOVILLB1', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 25.0, 'dispatch_type': 'GENERATOR', 'commencement_date': '1976-12-31T14:00:00Z', 'commencement_date_specificity': 'year', 'expected_closure_date': '2099-12-31T14:00:00Z', 'expected_closure_date_specificity': 'year', 'created_at': '2023-10-18T04:34:53Z', 'updated_at': '2024-12-19T00:49:38Z'}]",-42.740519,145.982796,hydro,0.12,898.71
GPWFEST,2025-10-01T00:00:00+10:00,0,148.88,Golden Plains East,VIC,"[{'code': 'GPWFEST2', 'code_display': 'GPWFEST2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 260.4, 'capacity_maximum': 253.0, 'data_first_seen': '2024-08-06T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2024-07-31T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_closure_date': '2054-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 253.74, 'max_generation_interval': '2025-10-22T05:50:00', 'created_at': '2024-10-01T04:27:06Z', 'updated_at': '2026-08-10T05:40:10Z'}, {'code': 'GPWFEST1', 'code_display': 'GPWFEST1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 248.0, 'capacity_maximum': 240.0, 'data_first_seen': '2024-08-06T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2024-08-31T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_closure_date': '2054-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 240.85, 'max_generation_interval': '2025-07-19T09:50:00', 'created_at': '2024-10-01T04:26:08Z', 'updated_at': '2026-08-10T05:40:05Z'}, {'code': 'GPWFEST3', 'code_display': 'GPWFEST3', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 248.0, 'capacity_maximum': 240.0, 'data_first_seen': '2024-08-06T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2025-05-29T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-07-31T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2054-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 240.86, 'max_generation_interval': '2026-06-10T03:45:00', 'created_at': '2024-10-01T04:27:52Z', 'updated_at': '2026-08-10T05:40:15Z'}]",-37.95728,143.769665,wind,8.95,4893.49
GRANWF,2025-10-01T00:00:00+10:00,0,31.22,Granville Harbour,TAS,"[{'code': 'GRANWF1', 'code_display': 'GRANWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 110.0, 'capacity_maximum': 111.0, 'data_first_seen': '2019-12-03T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2020-01-27T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2054-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 111.67, 'max_generation_interval': '2021-08-11T13:55:00', 'created_at': '2023-10-18T04:34:53Z', 'updated_at': '2026-06-26T01:50:23Z'}]",-41.778439,145.065517,wind,0.12,898.71
GREENB,2025-10-01T00:00:00+10:00,0,0.045,Greenbank,QLD,"[{'code': 'GREENB1G1', 'code_display': '0GREENB1G1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 259.2, 'capacity_maximum': 200.0, 'capacity_storage': 400.0, 'data_first_seen': '2024-12-17T00:05:00+08:00', 'data_last_seen': '2026-09-06T00:00:00+08:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2025-02-10T14:00:00+08:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2039-12-31T14:00:00+08:00', 'expected_closure_date_specificity': 'year', 'max_generation': 200.8931, 'max_generation_interval': '2025-07-08T06:25:00', 'created_at': '2024-11-09T10:26:05Z', 'updated_at': '2026-07-28T05:18:23Z'}, {'code': 'GREENB1', 'code_display': 'GREENB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 259.2, 'capacity_maximum': 200.0, 'capacity_storage': 400.0, 'data_first_seen': '2024-12-17T00:05:00+08:00', 'data_last_seen': '2026-09-06T00:00:00+08:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2025-02-10T14:00:00+08:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2039-12-31T14:00:00+08:00', 'expected_closure_date_specificity': 'year', 'max_generation': 200.8931, 'max_generation_interval': '2025-07-08T06:25:00', 'created_at': '2024-10-31T03:05:41Z', 'updated_at': '2026-07-28T05:18:12Z'}, {'code': 'GREENB1L1', 'code_display': '0GREENB1L1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 259.2, 'capacity_maximum': 200.0, 'capacity_storage': 400.0, 'data_first_seen': '2025-02-11T21:50:00+08:00', 'data_last_seen': '2026-09-05T23:20:00+08:00', 'dispatch_type': 'LOAD', 'commencement_date': '2025-02-10T14:00:00+08:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2039-12-31T14:00:00+08:00', 'expected_closure_date_specificity': 'year', 'max_generation': 200.9255, 'max_generation_interval': '2025-11-04T13:25:00', 'created_at': '2024-11-09T10:25:25Z', 'updated_at': '2026-07-28T05:18:17Z'}]",-27.733142,152.954374,battery_discharging,54.82,5989.24
